KODE_BARANG,nama_barang,STOK,SATUAN,LOKASI,LAST_UPDATE
ASPEX0212166,MILITARY CONNECTOR 14 PIN ,10,SET,rak 601,13/01/2026
ASPEX0212169,PENANDA PILOT LAMP 22MM ,100,PCS,rak 602,13/01/2026
ASPEX0212170,VACUM GAUGE PAYUNG 4' ,4,SET,rak 603,13/01/2026
ASPEX0212192,DRIVE MOTOR R/L CRANE ,1,SET,rak 604,13/01/2026
ASPEX0212211,SENSOR AIR STICK ELEKTRODE OMRON ,6,SET,rak 605,13/01/2026
ASPEX0212212,VACUM GAUGE 4' DRAT ½ ,14,PCS,rak 606,13/01/2026
ASPEX0212268,OLI FLICKER 806 ISO VG 46 HYD ,10,PAIL,rak 607,13/01/2026
ASPEX0212276,CAST IN HEATER 390X240X25 380V ,4,SET,rak 608,13/01/2026
ASPEX0212296,INVERTER NIDEC NE300-4T0015G 1.5KW ,5,UNIT,rak 609,13/01/2026
ASPEX0212297,BATERAI STARTER KIT 2X18V 2.0AH + ,1,SET,rak 610,13/01/2026
ASPEX0212338,"PIPA ORNAMEN 3"" TBL 2MM ",13,BTG,rak 611,13/01/2026
ASPEX0212363,"NEPEL TEE DRAT LUAR 1"" ",49,PCS,rak 612,13/01/2026
ASPEX0212385,THERMOCOUPLE CHILLER PT100 ,1,SET,rak 613,13/01/2026
ASPEX0212447,THERMOMETER LURUS KUNINGAN ,2,SET,rak 614,13/01/2026
ASPEX0212452,ARMAFLEX ,100,MTR,rak 615,13/01/2026
ASPEX0212454,MATA GERINDA WD 105X1.2X16 ,11,PACK,rak 616,13/01/2026
ASPEX0212487,PENTIL PENGISIAN AC 1/4 DAN ,30,SET,rak 617,13/01/2026
ASPEX0212518,SELENOID VALVE 4A210-08 ,17,PCS,rak 618,13/01/2026
ASPEX0212520,CAST IN HEATER 260X260 380V 6KW ,3,SET,rak 619,13/01/2026
ASPEX0212523,KARET COUPLE GR65 ,5,PCS,rak 620,13/01/2026
ASPEX0212533,INVERTER TECHNIQUES ,6,UNIT,rak 621,13/01/2026
ASPEX0212625,INSERT BUBUT DNMG ,2,SET,rak 622,13/01/2026
ASPEX0212650,BZ-0700250-DIAPHRAGM PUMP WAGNER ,1,SET,rak 623,13/01/2026
ASPEX0212661,RR0200113-DOCTOR ROLLER 177x1450 ,1,SET,rak 624,13/01/2026
ASPEX0212662,RR0200549-RUBBER ,1,SET,rak 625,13/01/2026
ASPEX0212666,BZ-0300215-MERCURY UV LAMP ,3,SET,rak 626,13/01/2026
ASPEX0212667,BZ-0300216-GALLIUM UV LAMP ,2,SET,rak 627,13/01/2026
ASPEX0212671,BZ-0300111-GALLIUM UV LAMP ,2,SET,rak 628,13/01/2026
ASPEX0212695,HEATER BARREL COMPLETE + BLOWER ,2,SET,rak 629,13/01/2026
ASPEX0212696,GEARBOX COMPLETE EXTRUDER SJZ ,1,SET,rak 630,13/01/2026
ASPEX0212697,SCREW & BARREL D65/132 ,1,SET,rak 631,13/01/2026
ASPEX0212732,INVERTER NE300-4T0040G ,3,SET,rak 632,13/01/2026
ASPEX0212733,STICKY PAPER ROLL 76x95x1300 ,20,ROLL,rak 633,13/01/2026
ASPEX0212755,V-BELT C-111 ,6,PCS,rak 634,13/01/2026
ASPEX0212756,V-BELT SPC 2000LW ,4,PCS,rak 635,13/01/2026
ASPEX0212758,HEAT EXCHANGER VACUM ,1,SET,rak 636,13/01/2026
ASPEX0212793,HOPPER TRANSFER ,10,UNIT,rak 637,13/01/2026
ASPEX0212798,BESI BEHEL STAINLESS 10 MM ,5,BTG,rak 638,13/01/2026
ASPEX0212830,ETHANOL ,32,LTR,rak 639,13/01/2026
ASPEX0212832,CAST IN HEATER 230X210X25 ,1,SET,rak 640,13/01/2026
ASPEX0212834,BAND HEATER 170X90 220V/1300W ,2,PCS,rak 641,13/01/2026
ASPEX0212835,BAND HEATER 200X100 220V/1400W ,2,PCS,rak 642,13/01/2026
ASPEX0212841,CAST IN HEATER 265X290X25 ,1,SET,rak 643,13/01/2026
ASPEX0212844,HEATER ADAPTOR KOTAK 275X235X20 ,2,SET,rak 644,13/01/2026
ASPEX0212851,RANTAI DID 80-3 ,3,SET,rak 645,13/01/2026
ASPEX0212870,INVERTER NIDEC NE300-4T0022G ,4,UNIT,rak 646,13/01/2026
ASPEX0212924,MATA KUNCI SOK 27 ,2,PCS,rak 647,13/01/2026
ASPEX0212941,DANFOSS LOW PRESSURE SWITCH KP1 ,2,SET,rak 648,13/01/2026
ASPEX0212943,PNEUMATIC CYLINDER SC 160X250 ,2,SET,rak 649,13/01/2026
ASPEX0212944,OIL LEVEL GAUGE COMPRESSOR ,2,SET,rak 650,13/01/2026
ASPEX0212946,DANFOSS HIGH PRESSURE SWITCH KP5 ,3,SET,rak 651,13/01/2026
ASPEX0212961,PNEUMATIC CYLINDER SC80x320-S ,1,PCS,rak 652,13/01/2026
ASPEX0212962,PNEUMATIC CYLINDER SC 125X450 ,2,PCS,rak 653,13/01/2026
ASPEX0212968,DIFFERENTIAL GAUGE CENTRE BACK ,2,PCS,rak 654,13/01/2026
ASPEX0213103,MAGNET RING ,58,PCS,rak 655,13/01/2026
ASPEX0213106,OIL SEAL TC 55 X 80 X 12 ,10,PCS,rak 656,13/01/2026
ASPEX0213109,FRAME ROLL CUTTING FOAM ,1,SET,rak 657,13/01/2026
ASPEX0213110,REMOTE CRANE 6 ARAH + KABEL ,1,SET,rak 658,13/01/2026
ASPEX0213183,INVERTER NIDEC NE300-4T0110G ,4,UNIT,rak 659,13/01/2026
ASPEX0213195,WATER VALVE OTOMATIS DN25 2IN ,2,SET,rak 660,13/01/2026
ASPEX0213203,SELANG HYDRAULIC 70 CM ,1,SET,rak 661,13/01/2026
ASPEX0213204,PNEUMATIC CYLINDER SC 80x350 ,4,PCS,rak 662,13/01/2026
ASPEX0213223,SCRAPER 4990100106 ,1,PCS,rak 663,13/01/2026
ASPEX0213224,SCRAPER 4990100108 ,1,PCS,rak 664,13/01/2026
ASPEX0213225,SPRAY GUN 4940700840 ,1,SET,rak 665,13/01/2026
ASPEX0213226,SPRAY GUN 4940402486 ,1,SET,rak 666,13/01/2026
ASPEX0213235,STICKER LABEL T50*30-230WHITE ,2,ROLL,rak 667,13/01/2026
ASPEX0213242,PILLOW BLOCK FC206 ,7,PCS,rak 668,13/01/2026
ASPEX0213254,LOCK WASHER MB 12 ,4,PCS,rak 669,13/01/2026
ASPEX0213299,SARINGAN CRUSHER LUBANG 8 MM ,5,PCS,rak 670,13/01/2026
ASPEX0213303,SEALANT OCI NEUTRAL N-193 ,25,PCS,rak 671,13/01/2026
ASPEX0213322,HOLE SAW 32MM ,1,PCS,rak 672,13/01/2026
ASPEX0213323,SCREW CONVEYOR MILLER ,2,SET,rak 673,13/01/2026
ASPEX0213324,RANTAI PLASTIC ,100,MTR,rak 674,13/01/2026
ASPEX0213384,AIR FILTER REGULATOR AFC2000 ,5,SET,rak 675,13/01/2026
ASPEX0213385,AIR FILTER REGULATOR AC4010 ,7,SET,rak 676,13/01/2026
ASPEX0213438,SELANG TOYOX (TS-15) 15X22 ,120,MTR,rak 677,13/01/2026
ASPEX0213440,MOTOR F/10100237 NO.40 ,2,PCS,rak 678,13/01/2026
ASPEX0213445,HEPA FILTER F/10100236 100237 ,2,PCS,rak 679,13/01/2026
ASPEX0213446,HEPA LOCK BUTTON F/10100236 237 ,2,PCS,rak 680,13/01/2026
ASPEX0213447,DUSTIN BAG F/10100237 ,2,PCS,rak 681,13/01/2026
ASPEX0213458,BAND HEATER 220 X 130 380V 3800W ,4,PCS,rak 682,13/01/2026
ASPEX0213459,KUNCI BOX PANEL ,10,SET,rak 683,13/01/2026
ASPEX0213460,HEAVY DUTY CONECTOR 4 PIN ,10,SET,rak 684,13/01/2026
ASPEX0213482,CALIBRATOR HOSE RED EPDM 3/4(19MM) ,12,MTR,rak 685,13/01/2026
ASPEX0213522,OIL SEAL TC 62 X 45 X 8 ,4,PCS,rak 686,13/01/2026
ASPEX0213523,OIL SEAL TC 160 X 140 X 15 ,6,PCS,rak 687,13/01/2026
ASPEX0213528,NEPLE GREASE 90 DERAJAT ,20,PCS,rak 688,13/01/2026
ASPEX0213550,"SELANG SPIRAL FLEXIBLE 4"" ",25,MTR,rak 689,13/01/2026
ASPEX0213562,KONEKTOR KABEL LAN ,50,PCS,rak 690,13/01/2026
ASPEX0213575,SENG TALANG ,250,MTR,rak 691,13/01/2026
ASPEX0213612,COUPLING FCL 200 ,3,SET,rak 692,13/01/2026
ASPEX0213632,AMPLAS ROLL 80 KAIN ,3,MTR,rak 693,13/01/2026
ASPEX0213633,AMPLAS ROLL 150 KAIN ,2,MTR,rak 694,13/01/2026
ASPEX0213641,OIL SEAL TC 80 X 105 X 12 ,7,PCS,rak 695,13/01/2026
ASPEX0213642,OIL SEAL TC 120 X 150 X 12 ,7,PCS,rak 696,13/01/2026
ASPEX0213665,GUTTER BASE ASSEMBLY 452176 ,1,PCS,rak 697,13/01/2026
ASPEX0213743,PROXIMITY SENSOR SN04-Y ,6,PCS,rak 698,13/01/2026
ASPEX0213744,TANG KUPAS KABEL ,4,PCS,rak 699,13/01/2026
ASPEX0213753,BESI RAK SIKU LUBANG ,4,BOX,rak 700,13/01/2026
ASPEX0213754,OIL SEAL TC 90 X 120 X 13 ,8,PCS,rak 701,13/01/2026
ASPEX0213755,OIL SEAL TC 55 X 75 X 10 ,4,PCS,rak 702,13/01/2026
ASPEX0213756,OIL SEAL TC 55 X 78 X 12 ,4,PCS,rak 703,13/01/2026
ASPEX0213757,O-RING ID=55MM OD=65 MM ,4,PCS,rak 704,13/01/2026
ASPEX0213758,O-RING ID=55MM OD=67 MM ,4,PCS,rak 705,13/01/2026
ASPEX0213759,V - BELT D-134 ,6,PCS,rak 706,13/01/2026
ASPEX0213762,ALUMUNIUM FOIL TAPE ,5,PCS,rak 707,13/01/2026
ASPEX0213765,BESI HOLLOW 40X40X3 ,15,BTG,rak 708,13/01/2026
ASPEX0213788,KAP + LAMPU TL LED ISI 2 36W ,1,SET,rak 709,13/01/2026
ASPEX0213789,O-RING P-070 NBR ROOT BLOWER ,8,PCS,rak 710,13/01/2026
ASPEX0213807,CONTACTOR SIEMEN 3RT5054-1 220V ,3,PCS,rak 711,13/01/2026
ASPEX0213809,HEATER DIES KOTAK 255X250X20 220V ,10,SET,rak 712,13/01/2026
ASPEX0213810,HEATER DIES KOTAK 220X225X20 ,2,PCS,rak 713,13/01/2026
ASPEX0213879,AS KUNINGAN DiA. 10MM ,1,MTR,rak 714,13/01/2026
ASPEX0213880,AS KUNINGAN DiA. 12MM ,1,MTR,rak 715,13/01/2026
ASPEX0213888,SELANG SPRING + COUPLER 1/2 X 1M ,1,PCS,rak 716,13/01/2026
ASPEX0213889,"SELANG TEFLON 3/8"" X 3M ",20,BTG,rak 717,13/01/2026
ASPEX0213895,HEATER ADAPTOR KOTAK ,2,SET,rak 718,13/01/2026
ASPEX0213933,O-RING D150X3MM ,20,PCS,rak 719,13/01/2026
ASPEX0213934,O-RING D155X3MM ,18,PCS,rak 720,13/01/2026
ASPEX0213990,POWER SUPPLY DELTA PMT-24V100W2BA ,10,SET,rak 721,13/01/2026
ASPEX0214027,PLC SM 1231 AI8 (6ES7 ,5,SET,rak 722,13/01/2026
ASPEX0214055,CURRENT TRANSFORMER MSQ-40 ,15,PCS,rak 723,13/01/2026
ASPEX0214070,VIBRATORY FEEDER SDVC20-S ,3,SET,rak 724,13/01/2026
ASPEX0214076,WIRE MESH 60 SS304 ,5,MTR,rak 725,13/01/2026
ASPEX0214090,V-BELT B-50 ,6,PCS,rak 726,13/01/2026
ASPEX0214091,SPILL CONTAINMENT PALLET ,2,PCS,rak 727,13/01/2026
ASPEX0214191,KAKI TRAILER ,2,SET,rak 728,13/01/2026
ASPEX0214218,BEARING 23120 ,4,PCS,rak 729,13/01/2026
ASPEX0214219,BEARING 23122 ,4,PCS,rak 730,13/01/2026
ASPEX0214220,BEARING 29426 ,1,PCS,rak 731,13/01/2026
ASPEX0214221,BEARING 29430 ,1,PCS,rak 732,13/01/2026
ASPEX0214223,BEARING TAPPER 32226 ,2,PCS,rak 733,13/01/2026
ASPEX0214226,OIL SEAL 60 X 80 X 12 ,2,PCS,rak 734,13/01/2026
ASPEX0214232,BEARING TAPPER 32316 ,5,PCS,rak 735,13/01/2026
ASPEX0214238,LOCK NUT ADP 22 M110 X 2 ,4,PCS,rak 736,13/01/2026
ASPEX0214240,LOCK WASHER ADP 22 ,2,PCS,rak 737,13/01/2026
ASPEX0214263,FAN S4D500-CM03-09 ,2,SET,rak 738,13/01/2026
ASPEX0214273,"SELENOID VALVE 1"" 220V ",1,SET,rak 739,13/01/2026
ASPEX0214274,DIGITAL LEVEL LASER MINI ,2,SET,rak 740,13/01/2026
ASPEX0214275,OBENG ELEKTRIK ,2,SET,rak 741,13/01/2026
ASPEX0214276,LOCK NUT KM 12 ,10,PCS,rak 742,13/01/2026
ASPEX0214279,NEPLE SELANG CALLIBRATOR 1/2' ,100,PCS,rak 743,13/01/2026
ASPEX0214281,SELONGSONG CLAMP SELANG ID 23 MM ,78,PCS,rak 744,13/01/2026
ASPEX0214282,"U BOLT 3"" ",40,PCS,rak 745,13/01/2026
ASPEX0214283,TANG MULTIFUNGSI ,6,PCS,rak 746,13/01/2026
ASPEX0214293,TCT SAW BLADE 255X2.6X25.4 MM ,3,PCS,rak 747,13/01/2026
ASPEX0214294,AS SHAFT MILLER ,1,SET,rak 748,13/01/2026
ASPEX0214308,OIL SEAL TC 65 X 90 X 10 ,8,PCS,rak 749,13/01/2026
ASPEX0214309,HIGH VOLTAGE GENERATOR ,2,SET,rak 750,13/01/2026
ASPEX0214322,RUBBER COUPLING T80 ,4,PCS,rak 751,13/01/2026
ASPEX0214323,SARINGAN NYLON MESH 150 ,10,MTR,rak 752,13/01/2026
ASPEX0214324,SARINGAN NYLON MESH 200 ,10,MTR,rak 753,13/01/2026
ASPEX0214349,KARET HAULOFF ,9,PCS,rak 754,13/01/2026
ASPEX0214350,THERMAL OVERLOAD 3US 4-6.3A ,5,PCS,rak 755,13/01/2026
ASPEX0214351,THERMAL OVERLOAD 3US 2.5-4A ,9,PCS,rak 756,13/01/2026
ASPEX0214352,THERMAL OVERLOAD 3US 8-12A ,9,PCS,rak 757,13/01/2026
ASPEX0214353,THERMAL OVERLOAD 3US 12.5-18A ,9,PCS,rak 758,13/01/2026
ASPEX0214367,SAVER 3065 WIRE ROPE GREASE ,1,PAIL,rak 759,13/01/2026
ASPEX0214408,TEE PVC 2 ` ,3,PCS,rak 760,13/01/2026
ASPEX0214410,SOK PVC 2` ,2,PCS,rak 761,13/01/2026
ASPEX0214412,"VALVE PVC 2"" ",1,PCS,rak 762,13/01/2026
ASPEX0214417,SOK DRAT LUAR PVC 2` ,2,PCS,rak 763,13/01/2026
ASPEX0214435,"JANGKA INLET 10"" ",1,SET,rak 764,13/01/2026
ASPEX0214436,"JANGKA OUTLET 18"" ",1,SET,rak 765,13/01/2026
ASPEX0214438,FAN CKE 16IN 225W-220V 50HZ ,2,SET,rak 766,13/01/2026
ASPEX0214494,BESI WF 350X175MM ,24,MTR,rak 767,13/01/2026
ASPEX0214499,INSERT BUBUT APMT1135 ,4,SET,rak 768,13/01/2026
ASPEX0214503,HEATER DIES KOTAK 265X255X20 220 ,13,PCS,rak 769,13/01/2026
ASPEX0214504,HEATER DIES KOTAK 240X255X20 ,6,PCS,rak 770,13/01/2026
ASPEX0214506,HEATER DIES KOTAK 260X250X20 ,8,PCS,rak 771,13/01/2026
ASPEX0214510,HEATER DIES KOTAK 295X260X20 ,4,PCS,rak 772,13/01/2026
ASPEX0214511,CAST IN HEATER 390X115X25 ,4,SET,rak 773,13/01/2026
ASPEX0214561,SEAL UNS 60X80X12 ,4,PCS,rak 774,13/01/2026
ASPEX0214587,STOP KRAN OTOMATIS ,6,SET,rak 775,13/01/2026
ASPEX0214588,PLC TM221CE16R ,2,SET,rak 776,13/01/2026
ASPEX0214608,COUNTER TIMER CT6Y-1PT ,5,PCS,rak 777,13/01/2026
ASPEX0214609,PLC SIEMENS SM1231 TC ,1,SET,rak 778,13/01/2026
ASPEX0214610,PLC SIEMENS SM1231 TC ,1,SET,rak 779,13/01/2026
ASPEX0214611,FISHER SET 6 ,1,PACK,rak 780,13/01/2026
ASPEX0214612,FISHER SET 8 ,1,PACK,rak 781,13/01/2026
ASPEX0214613,FISHER SET 10 ,1,PACK,rak 782,13/01/2026
ASPEX0214614,FISHER SET 12 ,1,PACK,rak 783,13/01/2026
ASPEX0214615,CATRIDGE HEATER DIA 15.5MM X 250 ,4,PCS,rak 784,13/01/2026
ASPEX0214616,HEATER ADAPTOR 300X200X40X20 220V/850W ,1,SET,rak 785,13/01/2026
ASPEX0214623,PIPA GALVANIS 8 ` ,2,BTG,rak 786,13/01/2026
ASPEX0214624,STAINER VALVE 2.5` ,1,PCS,rak 787,13/01/2026
ASPEX0214625,NOZZLE JET SPRAY SS ,45,PCS,rak 788,13/01/2026
ASPEX0214658,PIPA SILO DRAW ,4,SET,rak 789,13/01/2026
ASPEX0214660,NEPLE SELANG GALVANIS 2.5` ,8,PCS,rak 790,13/01/2026
ASPEX0214661,PANEL METER MT4N-DV-44 ,14,PCS,rak 791,13/01/2026
ASPEX0214673,BALING-BALING BLOWER ,8,PCS,rak 792,13/01/2026
ASPEX0214674,KLEM SS TEFLON ,34,SET,rak 793,13/01/2026
ASPEX0214678,TROLY BARANG LIPAT ,1,UNIT,rak 794,13/01/2026
ASPEX0214687,FINISHING MATRIAL POLISH ,1,CAN,rak 795,13/01/2026
ASPEX0214720,PLAT BESI 16X850X650 MM ,1,PCS,rak 796,13/01/2026
ASPEX0214721,SELANG HYDRAULIC 85 CM ,1,SET,rak 797,13/01/2026
ASPEX0214725,SOUND METER DIGITAL 35-140DB ,1,PCS,rak 798,13/01/2026
ASPEX0214728,"SELANG TEFLON 3/8"" X 167 CM ",10,BTG,rak 799,13/01/2026
ASPEX0214794,SAVER 212 SILICONE LUBRICANT ,5,LTR,rak 800,13/01/2026
ASPEX0214795,KUNCI TORSI 140-560 NM ,1,SET,rak 801,13/01/2026
ASPEX0214840,BI-METAL SCREW & SLEEVE BARREL ,1,SET,rak 802,13/01/2026
ASPEX0214841,HEATER ADAPTOR KOTAK 240X260 ,2,SET,rak 803,13/01/2026
ASPEX0214847,INSERT 16IR ALUR DRAT 1.9MM ,2,SET,rak 804,13/01/2026
ASPEX0214875,STANDOFF SPACER M 6 X 20 + 10MM ,10,PCS,rak 805,13/01/2026
ASPEX0214877,MUR M 6 X 10 STAINLESS ,10,PCS,rak 806,13/01/2026
ASPEX0214890,MCB 2 PHASE 16 A ,9,PCS,rak 807,13/01/2026
ASPEX0214891,MCB 2 PHASE 25 A ,20,PCS,rak 808,13/01/2026
ASPEX0214892,MCB 2 PHASE 32 A ,15,PCS,rak 809,13/01/2026
ASPEX0215074,RADIUS GAUGE 0.5 MM - 13 MM ,1,SET,rak 810,13/01/2026
ASPEX0215075,NYLON TUBING PU 4 MM ,1,ROLL,rak 811,13/01/2026
ASPEX0215076,NYLON TUBING PU 6 MM ,1,ROLL,rak 812,13/01/2026
ASPEX0215077,PITING TUBING I 04 MM ,7,PCS,rak 813,13/01/2026
ASPEX0215078,PITING TUBING I 06 MM ,10,PCS,rak 814,13/01/2026
ASPEX0215087,GERGAJI DONG CHENG ,5,SET,rak 815,13/01/2026
ASPEX0215088,IMPACT WRENCH ANGIN ,2,SET,rak 816,13/01/2026
ASPEX0215089,PLATE BRACKET 200X300X200 ,6,PCS,rak 817,13/01/2026
ASPEX0215090,ZINCCROMATE ,2,PCS,rak 818,13/01/2026
ASPEX0215091,ENGSEL TRAILER ,12,PCS,rak 819,13/01/2026
ASPEX0215166,PILOT LAMP AMPERE + VOLT METER ,45,PCS,rak 820,13/01/2026
ASPEX0215168,LEGRAN Y014 16A 415V ,10,PCS,rak 821,13/01/2026
ASPEX0215169,LEGRAN Y013 16A 250V ,10,PCS,rak 822,13/01/2026
ASPEX0215170,LEGRAN Y314 415V ,10,PCS,rak 823,13/01/2026
ASPEX0215171,LEGRAN Y313 250V ,10,PCS,rak 824,13/01/2026
ASPEX0215183,BESI BEHEL 19MM ,1,BTG,rak 825,13/01/2026
ASPEX0215190,PARTS CALIBRATOR LIAT H ,1,SET,rak 826,13/01/2026
ASPEX0215270,TEE PVC 2 1/2 ` ,2,PCS,rak 827,13/01/2026
ASPEX0215291,PNEUMATIC CYLINDER SC 200-300 ,2,PCS,rak 828,13/01/2026
ASPEX0215361,"SELENOID VALVE 1/2"" ",4,SET,rak 829,13/01/2026
ASPEX0215380,SCOTBRITE KONA ,30,PCS,rak 830,13/01/2026
ASPEX0215386,SCUN KABEL I 35 ,20,PCS,rak 831,13/01/2026
ASPEX0215387,SCUN KABEL I 25 ,20,PCS,rak 832,13/01/2026
ASPEX0215404,SENDOK TAKAR GAGANG 100 ML ,1,PCS,rak 833,13/01/2026
ASPEX0215405,SENDOK TAKAR GAGANG 250 ML ,1,PCS,rak 834,13/01/2026
ASPEX0215406,SENDOK TAKAR GAGANG 50ML ,1,PCS,rak 835,13/01/2026
ASPEX0215457,SOK PVC 2.5` ,4,PCS,rak 836,13/01/2026
ASPEX0215458,SOK PVC 3` ,4,PCS,rak 837,13/01/2026
ASPEX0215499,SELECTOR SWITCH SCHNEIDER 3 ,20,PCS,rak 838,13/01/2026
ASPEX0215500,SELECTOR SWITCH SCHNEIDER 2 ,20,PCS,rak 839,13/01/2026
